annotator,document,system,corpus,rank
46,78,bertextabs,xsum,1
46,79,pegasus,xsum,4
46,79,prophetnet,xsum,2
46,79,bart,xsum,2
46,79,bertextabs,xsum,1
46,80,pegasus,xsum,2
46,80,prophetnet,xsum,1
46,80,bart,xsum,4
46,80,bertextabs,xsum,2
47,76,pegasus,xsum,2
47,76,prophetnet,xsum,4
47,76,bart,xsum,2
47,76,bertextabs,xsum,1
47,77,pegasus,xsum,2
47,77,prophetnet,xsum,2
47,77,bart,xsum,1
47,77,bertextabs,xsum,4
47,78,pegasus,xsum,2
47,78,prophetnet,xsum,4
47,78,bart,xsum,2
47,78,bertextabs,xsum,1
47,79,pegasus,xsum,4
47,79,prophetnet,xsum,2
47,79,bart,xsum,2
47,79,bertextabs,xsum,1
47,80,pegasus,xsum,4
47,80,prophetnet,xsum,1
47,80,bart,xsum,2
47,80,bertextabs,xsum,2
48,76,pegasus,xsum,4
48,76,prophetnet,xsum,1
48,76,bart,xsum,2
48,76,bertextabs,xsum,2
48,77,pegasus,xsum,2
48,77,prophetnet,xsum,1
48,77,bart,xsum,4
48,77,bertextabs,xsum,2
48,78,pegasus,xsum,2
48,78,prophetnet,xsum,4
48,78,bart,xsum,2
48,78,bertextabs,xsum,1
48,79,pegasus,xsum,1
48,79,prophetnet,xsum,2
48,79,bart,xsum,2
48,79,bertextabs,xsum,4
48,80,pegasus,xsum,2
48,80,prophetnet,xsum,1
48,80,bart,xsum,4
48,80,bertextabs,xsum,2
49,81,pegasus,xsum,2
49,81,prophetnet,xsum,1
49,81,bart,xsum,4
49,81,bertextabs,xsum,2
49,82,pegasus,xsum,2
49,82,prophetnet,xsum,2
49,82,bart,xsum,4
49,82,bertextabs,xsum,1
49,83,pegasus,xsum,4
49,83,prophetnet,xsum,2
49,83,bart,xsum,1
49,83,bertextabs,xsum,2
49,84,pegasus,xsum,4
49,84,prophetnet,xsum,2
49,84,bart,xsum,1
49,84,bertextabs,xsum,2
49,85,pegasus,xsum,2
49,85,prophetnet,xsum,1
49,85,bart,xsum,2
49,85,bertextabs,xsum,4
50,81,pegasus,xsum,2
50,81,prophetnet,xsum,1
50,81,bart,xsum,4
50,81,bertextabs,xsum,2
50,82,pegasus,xsum,2
50,82,prophetnet,xsum,2
50,82,bart,xsum,4
50,82,bertextabs,xsum,1
50,83,pegasus,xsum,4
50,83,prophetnet,xsum,2
50,83,bart,xsum,2
50,83,bertextabs,xsum,1
50,84,pegasus,xsum,2
50,84,prophetnet,xsum,4
50,84,bart,xsum,2
50,84,bertextabs,xsum,1
50,85,pegasus,xsum,2
50,85,prophetnet,xsum,2
50,85,bart,xsum,1
50,85,bertextabs,xsum,4
51,81,pegasus,xsum,1
51,81,prophetnet,xsum,2
51,81,bart,xsum,4
51,81,bertextabs,xsum,2
51,82,pegasus,xsum,2
51,82,prophetnet,xsum,2
51,82,bart,xsum,4
51,82,bertextabs,xsum,1
51,83,pegasus,xsum,2
51,83,prophetnet,xsum,4
51,83,bart,xsum,2
51,83,bertextabs,xsum,1
51,84,pegasus,xsum,2
51,84,prophetnet,xsum,4
51,84,bart,xsum,1
51,84,bertextabs,xsum,2
51,85,pegasus,xsum,2
51,85,prophetnet,xsum,4
51,85,bart,xsum,2
51,85,bertextabs,xsum,1
52,86,pegasus,xsum,2
52,86,prophetnet,xsum,1
52,86,bart,xsum,4
52,86,bertextabs,xsum,2
52,87,pegasus,xsum,2
52,87,prophetnet,xsum,2
52,87,bart,xsum,4
52,87,bertextabs,xsum,1
52,88,pegasus,xsum,1
52,88,prophetnet,xsum,2
52,88,bart,xsum,4
52,88,bertextabs,xsum,2
52,89,pegasus,xsum,4
52,89,prophetnet,xsum,1
52,89,bart,xsum,2
52,89,bertextabs,xsum,2
52,90,pegasus,xsum,2
52,90,prophetnet,xsum,2
52,90,bart,xsum,4
52,90,bertextabs,xsum,1
53,86,pegasus,xsum,2
53,86,prophetnet,xsum,2
53,86,bart,xsum,4
53,86,bertextabs,xsum,1
53,87,pegasus,xsum,2
53,87,prophetnet,xsum,2
53,87,bart,xsum,4
53,87,bertextabs,xsum,1
53,88,pegasus,xsum,1
53,88,prophetnet,xsum,2
53,88,bart,xsum,4
53,88,bertextabs,xsum,2
53,89,pegasus,xsum,4
53,89,prophetnet,xsum,2
53,89,bart,xsum,1
53,89,bertextabs,xsum,2
53,90,pegasus,xsum,2
53,90,prophetnet,xsum,2
53,90,bart,xsum,4
53,90,bertextabs,xsum,1
54,86,pegasus,xsum,2
54,86,prophetnet,xsum,2
54,86,bart,xsum,4
54,86,bertextabs,xsum,1
54,87,pegasus,xsum,2
54,87,prophetnet,xsum,4
54,87,bart,xsum,2
54,87,bertextabs,xsum,1
54,88,pegasus,xsum,2
54,88,prophetnet,xsum,4
54,88,bart,xsum,1
54,88,bertextabs,xsum,2
54,89,pegasus,xsum,2
54,89,prophetnet,xsum,2
54,89,bart,xsum,4
54,89,bertextabs,xsum,1
54,90,pegasus,xsum,2
54,90,prophetnet,xsum,2
54,90,bart,xsum,4
54,90,bertextabs,xsum,1
55,91,pegasus,xsum,4
55,91,prophetnet,xsum,1
55,91,bart,xsum,2
55,91,bertextabs,xsum,2
55,92,pegasus,xsum,2
55,92,prophetnet,xsum,4
55,92,bart,xsum,2
55,92,bertextabs,xsum,1
55,93,pegasus,xsum,2
55,93,prophetnet,xsum,2
55,93,bart,xsum,1
55,93,bertextabs,xsum,4
55,94,pegasus,xsum,2
55,94,prophetnet,xsum,4
55,94,bart,xsum,2
55,94,bertextabs,xsum,1
55,95,pegasus,xsum,2
55,95,prophetnet,xsum,4
55,95,bart,xsum,2
55,95,bertextabs,xsum,1
56,91,pegasus,xsum,1
56,91,prophetnet,xsum,2
56,91,bart,xsum,2
56,91,bertextabs,xsum,4
56,92,pegasus,xsum,2
56,92,prophetnet,xsum,1
56,92,bart,xsum,4
56,92,bertextabs,xsum,2
56,93,pegasus,xsum,2
56,93,prophetnet,xsum,4
56,93,bart,xsum,1
56,93,bertextabs,xsum,2
56,94,pegasus,xsum,2
56,94,prophetnet,xsum,2
56,94,bart,xsum,1
56,94,bertextabs,xsum,4
56,95,pegasus,xsum,2
56,95,prophetnet,xsum,2
56,95,bart,xsum,4
56,95,bertextabs,xsum,1
57,91,pegasus,xsum,1
57,91,prophetnet,xsum,2
57,91,bart,xsum,2
57,91,bertextabs,xsum,4
57,92,pegasus,xsum,2
57,92,prophetnet,xsum,2
57,92,bart,xsum,4
57,92,bertextabs,xsum,1
57,93,pegasus,xsum,1
57,93,prophetnet,xsum,4
57,93,bart,xsum,2
57,93,bertextabs,xsum,2
57,94,pegasus,xsum,4
57,94,prophetnet,xsum,1
57,94,bart,xsum,2
57,94,bertextabs,xsum,2
57,95,pegasus,xsum,4
57,95,prophetnet,xsum,2
57,95,bart,xsum,2
57,95,bertextabs,xsum,1
58,96,pegasus,xsum,2
58,96,prophetnet,xsum,4
58,96,bart,xsum,2
58,96,bertextabs,xsum,1
58,97,pegasus,xsum,2
58,97,prophetnet,xsum,2
58,97,bart,xsum,1
58,97,bertextabs,xsum,4
58,98,pegasus,xsum,2
58,98,prophetnet,xsum,2
58,98,bart,xsum,4
58,98,bertextabs,xsum,1
58,99,pegasus,xsum,2
58,99,prophetnet,xsum,4
58,99,bart,xsum,2
58,99,bertextabs,xsum,1
58,100,pegasus,xsum,2
58,100,prophetnet,xsum,4
58,100,bart,xsum,2
58,100,bertextabs,xsum,1
59,96,pegasus,xsum,2
59,96,prophetnet,xsum,1
59,96,bart,xsum,2
59,96,bertextabs,xsum,4
59,97,pegasus,xsum,4
59,97,prophetnet,xsum,2
59,97,bart,xsum,2
59,97,bertextabs,xsum,1
59,98,pegasus,xsum,1
59,98,prophetnet,xsum,4
59,98,bart,xsum,2
59,98,bertextabs,xsum,2
59,99,pegasus,xsum,2
59,99,prophetnet,xsum,2
59,99,bart,xsum,4
59,99,bertextabs,xsum,1
59,100,pegasus,xsum,4
59,100,prophetnet,xsum,2
59,100,bart,xsum,2
59,100,bertextabs,xsum,1
60,96,pegasus,xsum,2
60,96,prophetnet,xsum,1
60,96,bart,xsum,2
60,96,bertextabs,xsum,4
60,97,pegasus,xsum,4
60,97,prophetnet,xsum,2
60,97,bart,xsum,2
60,97,bertextabs,xsum,1
60,98,pegasus,xsum,2
60,98,prophetnet,xsum,4
60,98,bart,xsum,1
60,98,bertextabs,xsum,2
60,99,pegasus,xsum,2
60,99,prophetnet,xsum,2
60,99,bart,xsum,1
60,99,bertextabs,xsum,4
60,100,pegasus,xsum,2
60,100,prophetnet,xsum,2
60,100,bart,xsum,4
60,100,bertextabs,xsum,1
