annotator,document,system,corpus,score
44,74,pegasus,cnndm,10
44,74,prophetnet,cnndm,9
44,74,bart,cnndm,10
44,74,bertextabs,cnndm,9
44,75,pegasus,cnndm,9
44,75,prophetnet,cnndm,9
44,75,bart,cnndm,2
44,75,bertextabs,cnndm,9
45,71,pegasus,cnndm,9
45,71,prophetnet,cnndm,4
45,71,bart,cnndm,8
45,71,bertextabs,cnndm,2
45,72,pegasus,cnndm,5
45,72,prophetnet,cnndm,7
45,72,bart,cnndm,5
45,72,bertextabs,cnndm,4
45,73,pegasus,cnndm,9
45,73,prophetnet,cnndm,7
45,73,bart,cnndm,8
45,73,bertextabs,cnndm,8
45,74,pegasus,cnndm,9
45,74,prophetnet,cnndm,8
45,74,bart,cnndm,9
45,74,bertextabs,cnndm,7
45,75,pegasus,cnndm,2
45,75,prophetnet,cnndm,5
45,75,bart,cnndm,2
45,75,bertextabs,cnndm,6
46,76,pegasus,cnndm,6
46,76,prophetnet,cnndm,9
46,76,bart,cnndm,7
46,76,bertextabs,cnndm,8
46,77,pegasus,cnndm,7
46,77,prophetnet,cnndm,10
46,77,bart,cnndm,7
46,77,bertextabs,cnndm,10
46,78,pegasus,cnndm,6
46,78,prophetnet,cnndm,7
46,78,bart,cnndm,9
46,78,bertextabs,cnndm,9
46,79,pegasus,cnndm,9
46,79,prophetnet,cnndm,8
46,79,bart,cnndm,7
46,79,bertextabs,cnndm,9
46,80,pegasus,cnndm,5
46,80,prophetnet,cnndm,8
46,80,bart,cnndm,8
46,80,bertextabs,cnndm,7
47,76,pegasus,cnndm,5
47,76,prophetnet,cnndm,8
47,76,bart,cnndm,5
47,76,bertextabs,cnndm,5
47,77,pegasus,cnndm,5
47,77,prophetnet,cnndm,6
47,77,bart,cnndm,5
47,77,bertextabs,cnndm,8
47,78,pegasus,cnndm,5
47,78,prophetnet,cnndm,5
47,78,bart,cnndm,5
47,78,bertextabs,cnndm,5
47,79,pegasus,cnndm,5
47,79,prophetnet,cnndm,5
47,79,bart,cnndm,5
47,79,bertextabs,cnndm,5
47,80,pegasus,cnndm,5
47,80,prophetnet,cnndm,5
47,80,bart,cnndm,5
47,80,bertextabs,cnndm,5
48,76,pegasus,cnndm,10
48,76,prophetnet,cnndm,8
48,76,bart,cnndm,10
48,76,bertextabs,cnndm,6
48,77,pegasus,cnndm,4
48,77,prophetnet,cnndm,10
48,77,bart,cnndm,8
48,77,bertextabs,cnndm,7
48,78,pegasus,cnndm,3
48,78,prophetnet,cnndm,7
48,78,bart,cnndm,3
48,78,bertextabs,cnndm,7
48,79,pegasus,cnndm,10
48,79,prophetnet,cnndm,1
48,79,bart,cnndm,6
48,79,bertextabs,cnndm,3
48,80,pegasus,cnndm,3
48,80,prophetnet,cnndm,1
48,80,bart,cnndm,5
48,80,bertextabs,cnndm,10
49,81,pegasus,cnndm,6
49,81,prophetnet,cnndm,8
49,81,bart,cnndm,7
49,81,bertextabs,cnndm,9
49,82,pegasus,cnndm,6
49,82,prophetnet,cnndm,8
49,82,bart,cnndm,10
49,82,bertextabs,cnndm,8
49,83,pegasus,cnndm,6
49,83,prophetnet,cnndm,9
49,83,bart,cnndm,8
49,83,bertextabs,cnndm,8
49,84,pegasus,cnndm,7
49,84,prophetnet,cnndm,7
49,84,bart,cnndm,6
49,84,bertextabs,cnndm,6
49,85,pegasus,cnndm,8
49,85,prophetnet,cnndm,7
49,85,bart,cnndm,9
49,85,bertextabs,cnndm,9
50,81,pegasus,cnndm,8
50,81,prophetnet,cnndm,6
50,81,bart,cnndm,6
50,81,bertextabs,cnndm,8
50,82,pegasus,cnndm,9
50,82,prophetnet,cnndm,4
50,82,bart,cnndm,4
50,82,bertextabs,cnndm,7
50,83,pegasus,cnndm,7
50,83,prophetnet,cnndm,9
50,83,bart,cnndm,9
50,83,bertextabs,cnndm,8
50,84,pegasus,cnndm,8
50,84,prophetnet,cnndm,5
50,84,bart,cnndm,6
50,84,bertextabs,cnndm,4
50,85,pegasus,cnndm,7
50,85,prophetnet,cnndm,6
50,85,bart,cnndm,8
50,85,bertextabs,cnndm,5
51,81,pegasus,cnndm,10
51,81,prophetnet,cnndm,10
51,81,bart,cnndm,10
51,81,bertextabs,cnndm,10
51,82,pegasus,cnndm,8
51,82,prophetnet,cnndm,10
51,82,bart,cnndm,9
51,82,bertextabs,cnndm,10
51,83,pegasus,cnndm,10
51,83,prophetnet,cnndm,8
51,83,bart,cnndm,10
51,83,bertextabs,cnndm,10
51,84,pegasus,cnndm,10
51,84,prophetnet,cnndm,10
51,84,bart,cnndm,10
51,84,bertextabs,cnndm,10
51,85,pegasus,cnndm,8
51,85,prophetnet,cnndm,8
51,85,bart,cnndm,8
51,85,bertextabs,cnndm,8
52,86,pegasus,cnndm,10
52,86,prophetnet,cnndm,10
52,86,bart,cnndm,10
52,86,bertextabs,cnndm,9
52,87,pegasus,cnndm,8
52,87,prophetnet,cnndm,9
52,87,bart,cnndm,10
52,87,bertextabs,cnndm,10
52,88,pegasus,cnndm,10
52,88,prophetnet,cnndm,10
52,88,bart,cnndm,10
52,88,bertextabs,cnndm,10
52,89,pegasus,cnndm,10
52,89,prophetnet,cnndm,10
52,89,bart,cnndm,10
52,89,bertextabs,cnndm,10
52,90,pegasus,cnndm,8
52,90,prophetnet,cnndm,8
52,90,bart,cnndm,8
52,90,bertextabs,cnndm,8
53,86,pegasus,cnndm,8
53,86,prophetnet,cnndm,9
53,86,bart,cnndm,7
53,86,bertextabs,cnndm,7
53,87,pegasus,cnndm,8
53,87,prophetnet,cnndm,6
53,87,bart,cnndm,8
53,87,bertextabs,cnndm,9
53,88,pegasus,cnndm,9
53,88,prophetnet,cnndm,6
53,88,bart,cnndm,6
53,88,bertextabs,cnndm,8
53,89,pegasus,cnndm,6
53,89,prophetnet,cnndm,8
53,89,bart,cnndm,6
53,89,bertextabs,cnndm,8
53,90,pegasus,cnndm,9
53,90,prophetnet,cnndm,6
53,90,bart,cnndm,9
53,90,bertextabs,cnndm,8
54,86,pegasus,cnndm,9
54,86,prophetnet,cnndm,9
54,86,bart,cnndm,8
54,86,bertextabs,cnndm,10
54,87,pegasus,cnndm,10
54,87,prophetnet,cnndm,2
54,87,bart,cnndm,10
54,87,bertextabs,cnndm,9
54,88,pegasus,cnndm,7
54,88,prophetnet,cnndm,8
54,88,bart,cnndm,8
54,88,bertextabs,cnndm,10
54,89,pegasus,cnndm,7
54,89,prophetnet,cnndm,9
54,89,bart,cnndm,10
54,89,bertextabs,cnndm,2
54,90,pegasus,cnndm,7
54,90,prophetnet,cnndm,3
54,90,bart,cnndm,6
54,90,bertextabs,cnndm,8
55,91,pegasus,cnndm,9
55,91,prophetnet,cnndm,10
55,91,bart,cnndm,8
55,91,bertextabs,cnndm,8
55,92,pegasus,cnndm,9
55,92,prophetnet,cnndm,9
55,92,bart,cnndm,8
55,92,bertextabs,cnndm,10
55,93,pegasus,cnndm,5
55,93,prophetnet,cnndm,6
55,93,bart,cnndm,4
55,93,bertextabs,cnndm,2
55,94,pegasus,cnndm,5
55,94,prophetnet,cnndm,4
55,94,bart,cnndm,6
55,94,bertextabs,cnndm,5
55,95,pegasus,cnndm,5
55,95,prophetnet,cnndm,3
55,95,bart,cnndm,4
55,95,bertextabs,cnndm,4
56,91,pegasus,cnndm,3
56,91,prophetnet,cnndm,9
56,91,bart,cnndm,8
56,91,bertextabs,cnndm,10
56,92,pegasus,cnndm,8
56,92,prophetnet,cnndm,5
56,92,bart,cnndm,10
56,92,bertextabs,cnndm,10
56,93,pegasus,cnndm,10
56,93,prophetnet,cnndm,10
56,93,bart,cnndm,10
56,93,bertextabs,cnndm,10
56,94,pegasus,cnndm,10
56,94,prophetnet,cnndm,7
56,94,bart,cnndm,10
56,94,bertextabs,cnndm,10
56,95,pegasus,cnndm,10
56,95,prophetnet,cnndm,8
56,95,bart,cnndm,10
56,95,bertextabs,cnndm,10
57,91,pegasus,cnndm,10
57,91,prophetnet,cnndm,7
57,91,bart,cnndm,10
57,91,bertextabs,cnndm,10
57,92,pegasus,cnndm,10
57,92,prophetnet,cnndm,5
57,92,bart,cnndm,10
57,92,bertextabs,cnndm,10
57,93,pegasus,cnndm,9
57,93,prophetnet,cnndm,10
57,93,bart,cnndm,10
57,93,bertextabs,cnndm,10
57,94,pegasus,cnndm,10
57,94,prophetnet,cnndm,9
57,94,bart,cnndm,10
57,94,bertextabs,cnndm,10
57,95,pegasus,cnndm,10
57,95,prophetnet,cnndm,10
57,95,bart,cnndm,10
57,95,bertextabs,cnndm,10
58,96,pegasus,cnndm,10
58,96,prophetnet,cnndm,8
58,96,bart,cnndm,10
58,96,bertextabs,cnndm,10
58,97,pegasus,cnndm,4
58,97,prophetnet,cnndm,8
58,97,bart,cnndm,9
58,97,bertextabs,cnndm,9
58,98,pegasus,cnndm,7
58,98,prophetnet,cnndm,9
58,98,bart,cnndm,8
58,98,bertextabs,cnndm,9
58,99,pegasus,cnndm,9
58,99,prophetnet,cnndm,9
58,99,bart,cnndm,9
58,99,bertextabs,cnndm,8
58,100,pegasus,cnndm,2
58,100,prophetnet,cnndm,8
58,100,bart,cnndm,9
58,100,bertextabs,cnndm,8
59,96,pegasus,cnndm,8
59,96,prophetnet,cnndm,5
59,96,bart,cnndm,7
59,96,bertextabs,cnndm,6
59,97,pegasus,cnndm,7
59,97,prophetnet,cnndm,6
59,97,bart,cnndm,9
59,97,bertextabs,cnndm,4
59,98,pegasus,cnndm,9
59,98,prophetnet,cnndm,8
59,98,bart,cnndm,8
59,98,bertextabs,cnndm,7
59,99,pegasus,cnndm,9
59,99,prophetnet,cnndm,5
59,99,bart,cnndm,4
59,99,bertextabs,cnndm,7
59,100,pegasus,cnndm,6
59,100,prophetnet,cnndm,5
59,100,bart,cnndm,8
59,100,bertextabs,cnndm,3
60,96,pegasus,cnndm,9
60,96,prophetnet,cnndm,10
60,96,bart,cnndm,8
60,96,bertextabs,cnndm,7
60,97,pegasus,cnndm,8
60,97,prophetnet,cnndm,9
60,97,bart,cnndm,10
60,97,bertextabs,cnndm,9
60,98,pegasus,cnndm,9
60,98,prophetnet,cnndm,10
60,98,bart,cnndm,8
60,98,bertextabs,cnndm,9
60,99,pegasus,cnndm,10
60,99,prophetnet,cnndm,8
60,99,bart,cnndm,9
60,99,bertextabs,cnndm,8
60,100,pegasus,cnndm,9
60,100,prophetnet,cnndm,10
60,100,bart,cnndm,10
60,100,bertextabs,cnndm,9
