annotator,document,system,corpus,score
47,78,bertextabs,xsum,3
47,79,pegasus,xsum,3
47,79,prophetnet,xsum,3
47,79,bart,xsum,3
47,79,bertextabs,xsum,3
47,80,pegasus,xsum,6
47,80,prophetnet,xsum,3
47,80,bart,xsum,6
47,80,bertextabs,xsum,7
48,76,pegasus,xsum,5
48,76,prophetnet,xsum,6
48,76,bart,xsum,1
48,76,bertextabs,xsum,4
48,77,pegasus,xsum,10
48,77,prophetnet,xsum,9
48,77,bart,xsum,10
48,77,bertextabs,xsum,2
48,78,pegasus,xsum,1
48,78,prophetnet,xsum,1
48,78,bart,xsum,3
48,78,bertextabs,xsum,2
48,79,pegasus,xsum,8
48,79,prophetnet,xsum,6
48,79,bart,xsum,8
48,79,bertextabs,xsum,2
48,80,pegasus,xsum,2
48,80,prophetnet,xsum,2
48,80,bart,xsum,8
48,80,bertextabs,xsum,2
49,81,pegasus,xsum,1
49,81,prophetnet,xsum,1
49,81,bart,xsum,7
49,81,bertextabs,xsum,8
49,82,pegasus,xsum,10
49,82,prophetnet,xsum,10
49,82,bart,xsum,10
49,82,bertextabs,xsum,1
49,83,pegasus,xsum,10
49,83,prophetnet,xsum,7
49,83,bart,xsum,10
49,83,bertextabs,xsum,8
49,84,pegasus,xsum,10
49,84,prophetnet,xsum,10
49,84,bart,xsum,10
49,84,bertextabs,xsum,10
49,85,pegasus,xsum,10
49,85,prophetnet,xsum,3
49,85,bart,xsum,10
49,85,bertextabs,xsum,10
50,81,pegasus,xsum,1
50,81,prophetnet,xsum,1
50,81,bart,xsum,10
50,81,bertextabs,xsum,10
50,82,pegasus,xsum,10
50,82,prophetnet,xsum,10
50,82,bart,xsum,10
50,82,bertextabs,xsum,10
50,83,pegasus,xsum,10
50,83,prophetnet,xsum,9
50,83,bart,xsum,9
50,83,bertextabs,xsum,2
50,84,pegasus,xsum,10
50,84,prophetnet,xsum,10
50,84,bart,xsum,8
50,84,bertextabs,xsum,9
50,85,pegasus,xsum,9
50,85,prophetnet,xsum,10
50,85,bart,xsum,10
50,85,bertextabs,xsum,10
51,81,pegasus,xsum,3
51,81,prophetnet,xsum,3
51,81,bart,xsum,9
51,81,bertextabs,xsum,4
51,82,pegasus,xsum,8
51,82,prophetnet,xsum,8
51,82,bart,xsum,9
51,82,bertextabs,xsum,8
51,83,pegasus,xsum,3
51,83,prophetnet,xsum,3
51,83,bart,xsum,3
51,83,bertextabs,xsum,4
51,84,pegasus,xsum,10
51,84,prophetnet,xsum,10
51,84,bart,xsum,10
51,84,bertextabs,xsum,7
51,85,pegasus,xsum,8
51,85,prophetnet,xsum,6
51,85,bart,xsum,10
51,85,bertextabs,xsum,9
52,86,pegasus,xsum,4
52,86,prophetnet,xsum,2
52,86,bart,xsum,4
52,86,bertextabs,xsum,1
52,87,pegasus,xsum,4
52,87,prophetnet,xsum,7
52,87,bart,xsum,9
52,87,bertextabs,xsum,6
52,88,pegasus,xsum,3
52,88,prophetnet,xsum,10
52,88,bart,xsum,10
52,88,bertextabs,xsum,2
52,89,pegasus,xsum,10
52,89,prophetnet,xsum,1
52,89,bart,xsum,3
52,89,bertextabs,xsum,1
52,90,pegasus,xsum,9
52,90,prophetnet,xsum,8
52,90,bart,xsum,10
52,90,bertextabs,xsum,3
53,86,pegasus,xsum,1
53,86,prophetnet,xsum,1
53,86,bart,xsum,1
53,86,bertextabs,xsum,1
53,87,pegasus,xsum,7
53,87,prophetnet,xsum,5
53,87,bart,xsum,10
53,87,bertextabs,xsum,8
53,88,pegasus,xsum,3
53,88,prophetnet,xsum,2
53,88,bart,xsum,2
53,88,bertextabs,xsum,1
53,89,pegasus,xsum,1
53,89,prophetnet,xsum,1
53,89,bart,xsum,1
53,89,bertextabs,xsum,1
53,90,pegasus,xsum,7
53,90,prophetnet,xsum,7
53,90,bart,xsum,8
53,90,bertextabs,xsum,2
54,86,pegasus,xsum,8
54,86,prophetnet,xsum,2
54,86,bart,xsum,5
54,86,bertextabs,xsum,1
54,87,pegasus,xsum,2
54,87,prophetnet,xsum,7
54,87,bart,xsum,10
54,87,bertextabs,xsum,3
54,88,pegasus,xsum,2
54,88,prophetnet,xsum,10
54,88,bart,xsum,10
54,88,bertextabs,xsum,1
54,89,pegasus,xsum,8
54,89,prophetnet,xsum,2
54,89,bart,xsum,2
54,89,bertextabs,xsum,2
54,90,pegasus,xsum,10
54,90,prophetnet,xsum,6
54,90,bart,xsum,3
54,90,bertextabs,xsum,1
55,91,pegasus,xsum,8
55,91,prophetnet,xsum,8
55,91,bart,xsum,8
55,91,bertextabs,xsum,9
55,92,pegasus,xsum,2
55,92,prophetnet,xsum,2
55,92,bart,xsum,8
55,92,bertextabs,xsum,1
55,93,pegasus,xsum,8
55,93,prophetnet,xsum,7
55,93,bart,xsum,7
55,93,bertextabs,xsum,7
55,94,pegasus,xsum,2
55,94,prophetnet,xsum,3
55,94,bart,xsum,3
55,94,bertextabs,xsum,4
55,95,pegasus,xsum,9
55,95,prophetnet,xsum,9
55,95,bart,xsum,8
55,95,bertextabs,xsum,8
56,91,pegasus,xsum,10
56,91,prophetnet,xsum,10
56,91,bart,xsum,10
56,91,bertextabs,xsum,10
56,92,pegasus,xsum,1
56,92,prophetnet,xsum,1
56,92,bart,xsum,1
56,92,bertextabs,xsum,1
56,93,pegasus,xsum,1
56,93,prophetnet,xsum,1
56,93,bart,xsum,1
56,93,bertextabs,xsum,1
56,94,pegasus,xsum,10
56,94,prophetnet,xsum,10
56,94,bart,xsum,1
56,94,bertextabs,xsum,1
56,95,pegasus,xsum,10
56,95,prophetnet,xsum,10
56,95,bart,xsum,10
56,95,bertextabs,xsum,10
57,91,pegasus,xsum,8
57,91,prophetnet,xsum,7
57,91,bart,xsum,9
57,91,bertextabs,xsum,4
57,92,pegasus,xsum,2
57,92,prophetnet,xsum,8
57,92,bart,xsum,6
57,92,bertextabs,xsum,1
57,93,pegasus,xsum,7
57,93,prophetnet,xsum,5
57,93,bart,xsum,2
57,93,bertextabs,xsum,3
57,94,pegasus,xsum,2
57,94,prophetnet,xsum,5
57,94,bart,xsum,7
57,94,bertextabs,xsum,1
57,95,pegasus,xsum,8
57,95,prophetnet,xsum,3
57,95,bart,xsum,3
57,95,bertextabs,xsum,1
58,96,pegasus,xsum,4
58,96,prophetnet,xsum,3
58,96,bart,xsum,5
58,96,bertextabs,xsum,6
58,97,pegasus,xsum,8
58,97,prophetnet,xsum,7
58,97,bart,xsum,9
58,97,bertextabs,xsum,1
58,98,pegasus,xsum,2
58,98,prophetnet,xsum,4
58,98,bart,xsum,4
58,98,bertextabs,xsum,2
58,99,pegasus,xsum,4
58,99,prophetnet,xsum,3
58,99,bart,xsum,4
58,99,bertextabs,xsum,2
58,100,pegasus,xsum,10
58,100,prophetnet,xsum,10
58,100,bart,xsum,10
58,100,bertextabs,xsum,4
59,96,pegasus,xsum,4
59,96,prophetnet,xsum,3
59,96,bart,xsum,4
59,96,bertextabs,xsum,8
59,97,pegasus,xsum,6
59,97,prophetnet,xsum,10
59,97,bart,xsum,5
59,97,bertextabs,xsum,2
59,98,pegasus,xsum,1
59,98,prophetnet,xsum,1
59,98,bart,xsum,1
59,98,bertextabs,xsum,1
59,99,pegasus,xsum,4
59,99,prophetnet,xsum,6
59,99,bart,xsum,4
59,99,bertextabs,xsum,4
59,100,pegasus,xsum,9
59,100,prophetnet,xsum,9
59,100,bart,xsum,10
59,100,bertextabs,xsum,8
60,96,pegasus,xsum,6
60,96,prophetnet,xsum,8
60,96,bart,xsum,9
60,96,bertextabs,xsum,7
60,97,pegasus,xsum,6
60,97,prophetnet,xsum,8
60,97,bart,xsum,7
60,97,bertextabs,xsum,7
60,98,pegasus,xsum,7
60,98,prophetnet,xsum,8
60,98,bart,xsum,9
60,98,bertextabs,xsum,8
60,99,pegasus,xsum,7
60,99,prophetnet,xsum,8
60,99,bart,xsum,7
60,99,bertextabs,xsum,6
60,100,pegasus,xsum,7
60,100,prophetnet,xsum,6
60,100,bart,xsum,8
60,100,bertextabs,xsum,6
