annotator,document,system,corpus,rank
44,73,bertextabs,cnndm,2
44,74,pegasus,cnndm,4
44,74,prophetnet,cnndm,1
44,74,bart,cnndm,2
44,74,bertextabs,cnndm,2
44,75,pegasus,cnndm,1
44,75,prophetnet,cnndm,2
44,75,bart,cnndm,4
44,75,bertextabs,cnndm,2
45,71,pegasus,cnndm,4
45,71,prophetnet,cnndm,2
45,71,bart,cnndm,2
45,71,bertextabs,cnndm,1
45,72,pegasus,cnndm,2
45,72,prophetnet,cnndm,4
45,72,bart,cnndm,2
45,72,bertextabs,cnndm,1
45,73,pegasus,cnndm,2
45,73,prophetnet,cnndm,1
45,73,bart,cnndm,4
45,73,bertextabs,cnndm,2
45,74,pegasus,cnndm,2
45,74,prophetnet,cnndm,2
45,74,bart,cnndm,4
45,74,bertextabs,cnndm,1
45,75,pegasus,cnndm,4
45,75,prophetnet,cnndm,2
45,75,bart,cnndm,1
45,75,bertextabs,cnndm,2
46,76,pegasus,cnndm,4
46,76,prophetnet,cnndm,1
46,76,bart,cnndm,2
46,76,bertextabs,cnndm,2
46,77,pegasus,cnndm,4
46,77,prophetnet,cnndm,2
46,77,bart,cnndm,2
46,77,bertextabs,cnndm,1
46,78,pegasus,cnndm,2
46,78,prophetnet,cnndm,1
46,78,bart,cnndm,2
46,78,bertextabs,cnndm,4
46,79,pegasus,cnndm,2
46,79,prophetnet,cnndm,2
46,79,bart,cnndm,4
46,79,bertextabs,cnndm,1
46,80,pegasus,cnndm,2
46,80,prophetnet,cnndm,4
46,80,bart,cnndm,1
46,80,bertextabs,cnndm,2
47,76,pegasus,cnndm,1
47,76,prophetnet,cnndm,2
47,76,bart,cnndm,2
47,76,bertextabs,cnndm,4
47,77,pegasus,cnndm,2
47,77,prophetnet,cnndm,1
47,77,bart,cnndm,2
47,77,bertextabs,cnndm,4
47,78,pegasus,cnndm,1
47,78,prophetnet,cnndm,2
47,78,bart,cnndm,4
47,78,bertextabs,cnndm,2
47,79,pegasus,cnndm,4
47,79,prophetnet,cnndm,1
47,79,bart,cnndm,2
47,79,bertextabs,cnndm,2
47,80,pegasus,cnndm,2
47,80,prophetnet,cnndm,1
47,80,bart,cnndm,4
47,80,bertextabs,cnndm,2
48,76,pegasus,cnndm,2
48,76,prophetnet,cnndm,2
48,76,bart,cnndm,4
48,76,bertextabs,cnndm,1
48,77,pegasus,cnndm,1
48,77,prophetnet,cnndm,4
48,77,bart,cnndm,2
48,77,bertextabs,cnndm,2
48,78,pegasus,cnndm,2
48,78,prophetnet,cnndm,1
48,78,bart,cnndm,4
48,78,bertextabs,cnndm,2
48,79,pegasus,cnndm,2
48,79,prophetnet,cnndm,1
48,79,bart,cnndm,4
48,79,bertextabs,cnndm,2
48,80,pegasus,cnndm,2
48,80,prophetnet,cnndm,1
48,80,bart,cnndm,4
48,80,bertextabs,cnndm,2
49,81,pegasus,cnndm,2
49,81,prophetnet,cnndm,1
49,81,bart,cnndm,2
49,81,bertextabs,cnndm,4
49,82,pegasus,cnndm,2
49,82,prophetnet,cnndm,2
49,82,bart,cnndm,1
49,82,bertextabs,cnndm,4
49,83,pegasus,cnndm,2
49,83,prophetnet,cnndm,2
49,83,bart,cnndm,4
49,83,bertextabs,cnndm,1
49,84,pegasus,cnndm,1
49,84,prophetnet,cnndm,2
49,84,bart,cnndm,4
49,84,bertextabs,cnndm,2
49,85,pegasus,cnndm,4
49,85,prophetnet,cnndm,2
49,85,bart,cnndm,1
49,85,bertextabs,cnndm,2
50,81,pegasus,cnndm,1
50,81,prophetnet,cnndm,2
50,81,bart,cnndm,2
50,81,bertextabs,cnndm,4
50,82,pegasus,cnndm,1
50,82,prophetnet,cnndm,4
50,82,bart,cnndm,2
50,82,bertextabs,cnndm,2
50,83,pegasus,cnndm,4
50,83,prophetnet,cnndm,1
50,83,bart,cnndm,2
50,83,bertextabs,cnndm,2
50,84,pegasus,cnndm,4
50,84,prophetnet,cnndm,2
50,84,bart,cnndm,2
50,84,bertextabs,cnndm,1
50,85,pegasus,cnndm,2
50,85,prophetnet,cnndm,2
50,85,bart,cnndm,4
50,85,bertextabs,cnndm,1
51,81,pegasus,cnndm,2
51,81,prophetnet,cnndm,2
51,81,bart,cnndm,1
51,81,bertextabs,cnndm,4
51,82,pegasus,cnndm,2
51,82,prophetnet,cnndm,1
51,82,bart,cnndm,4
51,82,bertextabs,cnndm,2
51,83,pegasus,cnndm,4
51,83,prophetnet,cnndm,2
51,83,bart,cnndm,2
51,83,bertextabs,cnndm,1
51,84,pegasus,cnndm,4
51,84,prophetnet,cnndm,2
51,84,bart,cnndm,2
51,84,bertextabs,cnndm,1
51,85,pegasus,cnndm,1
51,85,prophetnet,cnndm,2
51,85,bart,cnndm,4
51,85,bertextabs,cnndm,2
52,86,pegasus,cnndm,1
52,86,prophetnet,cnndm,4
52,86,bart,cnndm,2
52,86,bertextabs,cnndm,2
52,87,pegasus,cnndm,2
52,87,prophetnet,cnndm,1
52,87,bart,cnndm,4
52,87,bertextabs,cnndm,2
52,88,pegasus,cnndm,2
52,88,prophetnet,cnndm,1
52,88,bart,cnndm,4
52,88,bertextabs,cnndm,2
52,89,pegasus,cnndm,2
52,89,prophetnet,cnndm,2
52,89,bart,cnndm,4
52,89,bertextabs,cnndm,1
52,90,pegasus,cnndm,2
52,90,prophetnet,cnndm,2
52,90,bart,cnndm,1
52,90,bertextabs,cnndm,4
53,86,pegasus,cnndm,4
53,86,prophetnet,cnndm,2
53,86,bart,cnndm,2
53,86,bertextabs,cnndm,1
53,87,pegasus,cnndm,4
53,87,prophetnet,cnndm,1
53,87,bart,cnndm,2
53,87,bertextabs,cnndm,2
53,88,pegasus,cnndm,4
53,88,prophetnet,cnndm,1
53,88,bart,cnndm,2
53,88,bertextabs,cnndm,2
53,89,pegasus,cnndm,2
53,89,prophetnet,cnndm,2
53,89,bart,cnndm,4
53,89,bertextabs,cnndm,1
53,90,pegasus,cnndm,4
53,90,prophetnet,cnndm,1
53,90,bart,cnndm,2
53,90,bertextabs,cnndm,2
54,86,pegasus,cnndm,2
54,86,prophetnet,cnndm,1
54,86,bart,cnndm,4
54,86,bertextabs,cnndm,2
54,87,pegasus,cnndm,2
54,87,prophetnet,cnndm,1
54,87,bart,cnndm,4
54,87,bertextabs,cnndm,2
54,88,pegasus,cnndm,2
54,88,prophetnet,cnndm,1
54,88,bart,cnndm,4
54,88,bertextabs,cnndm,2
54,89,pegasus,cnndm,2
54,89,prophetnet,cnndm,1
54,89,bart,cnndm,4
54,89,bertextabs,cnndm,2
54,90,pegasus,cnndm,2
54,90,prophetnet,cnndm,1
54,90,bart,cnndm,4
54,90,bertextabs,cnndm,2
55,91,pegasus,cnndm,4
55,91,prophetnet,cnndm,2
55,91,bart,cnndm,2
55,91,bertextabs,cnndm,1
55,92,pegasus,cnndm,4
55,92,prophetnet,cnndm,1
55,92,bart,cnndm,2
55,92,bertextabs,cnndm,2
55,93,pegasus,cnndm,2
55,93,prophetnet,cnndm,2
55,93,bart,cnndm,4
55,93,bertextabs,cnndm,1
55,94,pegasus,cnndm,4
55,94,prophetnet,cnndm,1
55,94,bart,cnndm,2
55,94,bertextabs,cnndm,2
55,95,pegasus,cnndm,2
55,95,prophetnet,cnndm,1
55,95,bart,cnndm,2
55,95,bertextabs,cnndm,4
56,91,pegasus,cnndm,1
56,91,prophetnet,cnndm,2
56,91,bart,cnndm,4
56,91,bertextabs,cnndm,2
56,92,pegasus,cnndm,2
56,92,prophetnet,cnndm,1
56,92,bart,cnndm,4
56,92,bertextabs,cnndm,2
56,93,pegasus,cnndm,4
56,93,prophetnet,cnndm,2
56,93,bart,cnndm,2
56,93,bertextabs,cnndm,1
56,94,pegasus,cnndm,4
56,94,prophetnet,cnndm,2
56,94,bart,cnndm,1
56,94,bertextabs,cnndm,2
56,95,pegasus,cnndm,1
56,95,prophetnet,cnndm,2
56,95,bart,cnndm,2
56,95,bertextabs,cnndm,4
57,91,pegasus,cnndm,2
57,91,prophetnet,cnndm,1
57,91,bart,cnndm,4
57,91,bertextabs,cnndm,2
57,92,pegasus,cnndm,2
57,92,prophetnet,cnndm,2
57,92,bart,cnndm,4
57,92,bertextabs,cnndm,1
57,93,pegasus,cnndm,1
57,93,prophetnet,cnndm,2
57,93,bart,cnndm,2
57,93,bertextabs,cnndm,4
57,94,pegasus,cnndm,1
57,94,prophetnet,cnndm,2
57,94,bart,cnndm,2
57,94,bertextabs,cnndm,4
57,95,pegasus,cnndm,2
57,95,prophetnet,cnndm,1
57,95,bart,cnndm,4
57,95,bertextabs,cnndm,2
58,96,pegasus,cnndm,4
58,96,prophetnet,cnndm,2
58,96,bart,cnndm,2
58,96,bertextabs,cnndm,1
58,97,pegasus,cnndm,1
58,97,prophetnet,cnndm,2
58,97,bart,cnndm,4
58,97,bertextabs,cnndm,2
58,98,pegasus,cnndm,1
58,98,prophetnet,cnndm,2
58,98,bart,cnndm,4
58,98,bertextabs,cnndm,2
58,99,pegasus,cnndm,4
58,99,prophetnet,cnndm,2
58,99,bart,cnndm,1
58,99,bertextabs,cnndm,2
58,100,pegasus,cnndm,2
58,100,prophetnet,cnndm,1
58,100,bart,cnndm,4
58,100,bertextabs,cnndm,2
59,96,pegasus,cnndm,2
59,96,prophetnet,cnndm,1
59,96,bart,cnndm,2
59,96,bertextabs,cnndm,4
59,97,pegasus,cnndm,2
59,97,prophetnet,cnndm,2
59,97,bart,cnndm,4
59,97,bertextabs,cnndm,1
59,98,pegasus,cnndm,2
59,98,prophetnet,cnndm,1
59,98,bart,cnndm,4
59,98,bertextabs,cnndm,2
59,99,pegasus,cnndm,4
59,99,prophetnet,cnndm,2
59,99,bart,cnndm,2
59,99,bertextabs,cnndm,1
59,100,pegasus,cnndm,2
59,100,prophetnet,cnndm,1
59,100,bart,cnndm,4
59,100,bertextabs,cnndm,2
60,96,pegasus,cnndm,2
60,96,prophetnet,cnndm,2
60,96,bart,cnndm,1
60,96,bertextabs,cnndm,4
60,97,pegasus,cnndm,2
60,97,prophetnet,cnndm,1
60,97,bart,cnndm,2
60,97,bertextabs,cnndm,4
60,98,pegasus,cnndm,4
60,98,prophetnet,cnndm,2
60,98,bart,cnndm,2
60,98,bertextabs,cnndm,1
60,99,pegasus,cnndm,1
60,99,prophetnet,cnndm,4
60,99,bart,cnndm,2
60,99,bertextabs,cnndm,2
60,100,pegasus,cnndm,2
60,100,prophetnet,cnndm,4
60,100,bart,cnndm,1
60,100,bertextabs,cnndm,2
